model,recorded_at,new_price,used_price
AMD Ryzen 3 3100,2025-11-27,,160
AMD Ryzen 3 3300X,2025-11-27,,224
AMD Ryzen 5 3500X,2025-11-27,,220
AMD Ryzen 5 3600,2025-11-27,,300
AMD Ryzen 5 3600X,2025-11-27,,339
AMD Ryzen 5 3600XT,2025-11-27,,390
AMD Ryzen 5 5500,2025-11-27,,420
AMD Ryzen 5 5500GT,2025-11-27,,667
AMD Ryzen 5 5600,2025-11-27,,640
AMD Ryzen 5 5600G,2025-11-27,,698
AMD Ryzen 5 5600GT,2025-11-27,,730
AMD Ryzen 5 5600X,2025-11-27,,680
AMD Ryzen 5 7400F,2025-11-27,,699
AMD Ryzen 5 7500F,2025-11-27,,725
AMD Ryzen 5 7600,2025-11-27,,849
AMD Ryzen 5 7600X,2025-11-27,,890
AMD Ryzen 5 7600X3D,2025-11-27,,1680
AMD Ryzen 5 8400F,2025-11-27,,640
AMD Ryzen 5 8600G,2025-11-27,,900
AMD Ryzen 5 9500F,2025-11-27,,1030
AMD Ryzen 5 9600X,2025-11-27,,1170
AMD Ryzen 7 3700X,2025-11-27,,440
AMD Ryzen 7 3800X,2025-11-27,,478
AMD Ryzen 7 5700G,2025-11-27,,840
AMD Ryzen 7 5700X,2025-11-27,,845
AMD Ryzen 7 5700X3D,2025-11-27,,1470
AMD Ryzen 7 5800,2025-11-27,,750
AMD Ryzen 7 5800X,2025-11-27,,839
AMD Ryzen 7 5800X3D,2025-11-27,,2100
AMD Ryzen 7 7700,2025-11-27,,1100
AMD Ryzen 7 7700X,2025-11-27,,1220
AMD Ryzen 7 7800X3D,2025-11-27,,1880
AMD Ryzen 7 8700F,2025-11-27,,850
AMD Ryzen 7 8700G,2025-11-27,,1450
AMD Ryzen 7 9700X,2025-11-27,,1569
AMD Ryzen 7 9800X3D,2025-11-27,,2815
AMD Ryzen 9 3900X,2025-11-27,,710
AMD Ryzen 9 3950X,2025-11-27,,1022
AMD Ryzen 9 5900X,2025-11-27,,1160
AMD Ryzen 9 5950X,2025-11-27,,1540
AMD Ryzen 9 7900X,2025-11-27,,1650
AMD Ryzen 9 7900X3D,2025-11-27,,2000
AMD Ryzen 9 7950X,2025-11-27,,2300
AMD Ryzen 9 7950X3D,2025-11-27,,2630
AMD Ryzen 9 9900X,2025-11-27,,2250
AMD Ryzen 9 9900X3D,2025-11-27,,2989
AMD Ryzen 9 9950X,2025-11-27,,2950
AMD Ryzen 9 9950X3D,2025-11-27,,4200
INTEL Core Ultra 5 225,2025-11-27,,850
INTEL Core Ultra 5 225F,2025-11-27,,750
INTEL Core Ultra 5 230F,2025-11-27,,830
INTEL Core Ultra 5 235,2025-11-27,,1200
INTEL Core Ultra 5 245K,2025-11-27,,1402
INTEL Core Ultra 5 245KF,2025-11-27,,1179
INTEL Core Ultra 7 265K,2025-11-27,,1720
INTEL Core Ultra 7 265KF,2025-11-27,,1699
INTEL Core Ultra 9 285K,2025-11-27,,2800
INTEL Core i3-10100,2025-11-27,,515
INTEL Core i3-10100F,2025-11-27,,326
INTEL Core i3-10105,2025-11-27,,500
INTEL Core i3-10105F,2025-11-27,,379
INTEL Core i3-12100,2025-11-27,,770
INTEL Core i3-12100F,2025-11-27,,479
INTEL Core i3-13100,2025-11-27,,700
INTEL Core i3-13100F,2025-11-27,,499
INTEL Core i3-14100,2025-11-27,,800
INTEL Core i3-14100F,2025-11-27,,559
INTEL Core i5-10400,2025-11-27,,680
INTEL Core i5-10400F,2025-11-27,,500
INTEL Core i5-10600K,2025-11-27,,700
INTEL Core i5-10600KF,2025-11-27,,485
INTEL Core i5-11400,2025-11-27,,739
INTEL Core i5-11400F,2025-11-27,,483
INTEL Core i5-11600K,2025-11-27,,750
INTEL Core i5-11600KF,2025-11-27,,700
INTEL Core i5-12400,2025-11-27,,1150
INTEL Core i5-12400F,2025-11-27,,780
INTEL Core i5-12490F,2025-11-27,,795
INTEL Core i5-12500,2025-11-27,,1150
INTEL Core i5-12600K,2025-11-27,,1141
INTEL Core i5-12600KF,2025-11-27,,949
INTEL Core i5-13400,2025-11-27,,1263
INTEL Core i5-13400F,2025-11-27,,860
INTEL Core i5-13490F,2025-11-27,,880
INTEL Core i5-13500,2025-11-27,,1230
INTEL Core i5-13600K,2025-11-27,,1100
INTEL Core i5-13600KF,2025-11-27,,1035
INTEL Core i5-14400,2025-11-27,,1332
INTEL Core i5-14400F,2025-11-27,,987
INTEL Core i5-14490F,2025-11-27,,975
INTEL Core i5-14500,2025-11-27,,1200
INTEL Core i5-14600K,2025-11-27,,1277
INTEL Core i5-14600KF,2025-11-27,,1260
INTEL Core i7-10700,2025-11-27,,1200
INTEL Core i7-10700F,2025-11-27,,825
INTEL Core i7-10700K,2025-11-27,,1615
INTEL Core i7-10700KF,2025-11-27,,850
INTEL Core i7-11700,2025-11-27,,1200
INTEL Core i7-11700F,2025-11-27,,908
INTEL Core i7-11700K,2025-11-27,,1300
INTEL Core i7-11700KF,2025-11-27,,892
INTEL Core i7-12700,2025-11-27,,1656
INTEL Core i7-12700F,2025-11-27,,1348
INTEL Core i7-12700K,2025-11-27,,1650
INTEL Core i7-12700KF,2025-11-27,,1360
INTEL Core i7-13700,2025-11-27,,1850
INTEL Core i7-13700F,2025-11-27,,1405
INTEL Core i7-13700K,2025-11-27,,1920
INTEL Core i7-13700KF,2025-11-27,,1694
INTEL Core i7-14700,2025-11-27,,2350
INTEL Core i7-14700F,2025-11-27,,1760
INTEL Core i7-14700K,2025-11-27,,2044
INTEL Core i7-14700KF,2025-11-27,,1890
INTEL Core i9-10850K,2025-11-27,,1260
INTEL Core i9-10900,2025-11-27,,2200
INTEL Core i9-10900F,2025-11-27,,1100
INTEL Core i9-10900K,2025-11-27,,1750
INTEL Core i9-10900KF,2025-11-27,,1400
INTEL Core i9-11900,2025-11-27,,2000
INTEL Core i9-11900F,2025-11-27,,1309
INTEL Core i9-11900K,2025-11-27,,1930
INTEL Core i9-11900KF,2025-11-27,,1650
INTEL Core i9-12900K,2025-11-27,,1950
INTEL Core i9-12900KF,2025-11-27,,1730
INTEL Core i9-12900KS,2025-11-27,,1880
INTEL Core i9-13900K,2025-11-27,,2255
INTEL Core i9-13900KF,2025-11-27,,1959
INTEL Core i9-13900KS,2025-11-27,,2540
INTEL Core i9-14900,2025-11-27,,2600
INTEL Core i9-14900K,2025-11-27,,2712
INTEL Core i9-14900KF,2025-11-27,,2410
INTEL Core i9-14900KS,2025-11-27,,2875
AMD Ryzen 5 5500,2025-12-31,469,
AMD Ryzen 5 5500GT,2025-12-31,799,
AMD Ryzen 5 5600,2025-12-31,709,
AMD Ryzen 5 5600GT,2025-12-31,869,
AMD Ryzen 5 5600X,2025-12-31,745,
AMD Ryzen 5 7400F,2025-12-31,769,
AMD Ryzen 5 7500F,2025-12-31,819,
AMD Ryzen 5 7600X,2025-12-31,1089,
AMD Ryzen 5 8400F,2025-12-31,769,
AMD Ryzen 5 8600G,2025-12-31,1219,
AMD Ryzen 5 9500F,2025-12-31,1110,
AMD Ryzen 5 9600X,2025-12-31,1279,
AMD Ryzen 7 5700G,2025-12-31,1089,
AMD Ryzen 7 5700X,2025-12-31,919,
AMD Ryzen 7 5700X3D,2025-12-31,1880,
AMD Ryzen 7 7700,2025-12-31,1339,
AMD Ryzen 7 7800X3D,2025-12-31,1999,
AMD Ryzen 7 8700F,2025-12-31,999,
AMD Ryzen 7 8700G,2025-12-31,1719,
AMD Ryzen 7 9700X,2025-12-31,1689,
AMD Ryzen 7 9800X3D,2025-12-31,2989,
AMD Ryzen 9 9900X,2025-12-31,2549,
AMD Ryzen 9 9900X3D,2025-12-31,3399,
AMD Ryzen 9 9950X,2025-12-31,3199,
AMD Ryzen 9 9950X3D,2025-12-31,4499,
INTEL Core Ultra 5 225,2025-12-31,1010,
INTEL Core Ultra 5 225F,2025-12-31,835,
INTEL Core Ultra 5 230F,2025-12-31,879,
INTEL Core Ultra 5 235,2025-12-31,1240,
INTEL Core Ultra 5 245K,2025-12-31,1340,
INTEL Core Ultra 5 245KF,2025-12-31,1229,
INTEL Core Ultra 5 250K Plus,2025-12-31,1340,
INTEL Core Ultra 5 250KF Plus,2025-12-31,1340,
INTEL Core Ultra 7 265K,2025-12-31,1799,
INTEL Core Ultra 7 265KF,2025-12-31,1680,
INTEL Core Ultra 7 270K Plus,2025-12-31,3399,
INTEL Core Ultra 9 285K,2025-12-31,3399,
INTEL Core i3-12100,2025-12-31,809,
INTEL Core i3-12100F,2025-12-31,499,
INTEL Core i3-13100,2025-12-31,765,
INTEL Core i3-13100F,2025-12-31,480,
INTEL Core i3-14100,2025-12-31,850,
INTEL Core i3-14100F,2025-12-31,555,
INTEL Core i5-12400,2025-12-31,1199,
INTEL Core i5-12400F,2025-12-31,809,
INTEL Core i5-12490F,2025-12-31,815,
INTEL Core i5-12500,2025-12-31,1235,
INTEL Core i5-12600K,2025-12-31,1240,
INTEL Core i5-12600KF,2025-12-31,990,
INTEL Core i5-13400,2025-12-31,1529,
INTEL Core i5-13400F,2025-12-31,870,
INTEL Core i5-13490F,2025-12-31,880,
INTEL Core i5-13500,2025-12-31,1270,
INTEL Core i5-13600K,2025-12-31,1330,
INTEL Core i5-13600KF,2025-12-31,1110,
INTEL Core i5-14400,2025-12-31,1420,
INTEL Core i5-14400F,2025-12-31,980,
INTEL Core i5-14490F,2025-12-31,1000,
INTEL Core i5-14500,2025-12-31,1410,
INTEL Core i5-14600K,2025-12-31,1388,
INTEL Core i5-14600KF,2025-12-31,1370,
INTEL Core i7-12700K,2025-12-31,1870,
INTEL Core i7-12700KF,2025-12-31,1460,
INTEL Core i7-14700,2025-12-31,2550,
INTEL Core i7-14700F,2025-12-31,1979,
INTEL Core i7-14700K,2025-12-31,2579,
INTEL Core i7-14700KF,2025-12-31,2079,
INTEL Core i9-14900K,2025-12-31,3150,
INTEL Core i9-14900KF,2025-12-31,2799,
AMD Ryzen 5 5500,2026-01-01,479,
AMD Ryzen 5 5500GT,2026-01-01,799,
AMD Ryzen 5 5600,2026-01-01,709,
AMD Ryzen 5 5600GT,2026-01-01,879,
AMD Ryzen 5 5600X,2026-01-01,735,
AMD Ryzen 5 7400F,2026-01-01,769,
AMD Ryzen 5 7500F,2026-01-01,819,
AMD Ryzen 5 7600X,2026-01-01,1099,
AMD Ryzen 5 8400F,2026-01-01,799,
AMD Ryzen 5 8600G,2026-01-01,1239,
AMD Ryzen 5 9500F,2026-01-01,1039,
AMD Ryzen 5 9600X,2026-01-01,1269,
AMD Ryzen 7 5700G,2026-01-01,1099,
AMD Ryzen 7 5700X,2026-01-01,919,
AMD Ryzen 7 5700X3D,2026-01-01,2179,
AMD Ryzen 7 7700,2026-01-01,1339,
AMD Ryzen 7 7800X3D,2026-01-01,2019,
AMD Ryzen 7 8700F,2026-01-01,1049,
AMD Ryzen 7 8700G,2026-01-01,1789,
AMD Ryzen 7 9700X,2026-01-01,1679,
AMD Ryzen 7 9800X3D,2026-01-01,2899,
AMD Ryzen 9 9900X,2026-01-01,2529,
AMD Ryzen 9 9900X3D,2026-01-01,3199,
AMD Ryzen 9 9950X,2026-01-01,3099,
AMD Ryzen 9 9950X3D,2026-01-01,4499,
INTEL Core Ultra 5 225,2026-01-01,1010,
INTEL Core Ultra 5 225F,2026-01-01,839,
INTEL Core Ultra 5 230F,2026-01-01,860,
INTEL Core Ultra 5 235,2026-01-01,1240,
INTEL Core Ultra 5 245K,2026-01-01,1339,
INTEL Core Ultra 5 245KF,2026-01-01,1229,
INTEL Core Ultra 5 250K Plus,2026-01-01,1339,
INTEL Core Ultra 5 250KF Plus,2026-01-01,1339,
INTEL Core Ultra 7 265K,2026-01-01,1829,
INTEL Core Ultra 7 265KF,2026-01-01,1680,
INTEL Core Ultra 7 270K Plus,2026-01-01,3659,
INTEL Core Ultra 9 285K,2026-01-01,3659,
INTEL Core i3-12100,2026-01-01,930,
INTEL Core i3-12100F,2026-01-01,530,
INTEL Core i3-13100,2026-01-01,765,
INTEL Core i3-13100F,2026-01-01,480,
INTEL Core i3-14100,2026-01-01,850,
INTEL Core i3-14100F,2026-01-01,555,
INTEL Core i5-12400,2026-01-01,1200,
INTEL Core i5-12400F,2026-01-01,830,
INTEL Core i5-12490F,2026-01-01,815,
INTEL Core i5-12500,2026-01-01,1235,
INTEL Core i5-12600K,2026-01-01,1240,
INTEL Core i5-12600KF,2026-01-01,990,
INTEL Core i5-13400,2026-01-01,1280,
INTEL Core i5-13400F,2026-01-01,870,
INTEL Core i5-13490F,2026-01-01,880,
INTEL Core i5-13500,2026-01-01,1270,
INTEL Core i5-13600K,2026-01-01,1299,
INTEL Core i5-13600KF,2026-01-01,1110,
INTEL Core i5-14400,2026-01-01,1420,
INTEL Core i5-14400F,2026-01-01,980,
INTEL Core i5-14490F,2026-01-01,1000,
INTEL Core i5-14500,2026-01-01,1410,
INTEL Core i5-14600K,2026-01-01,1388,
INTEL Core i5-14600KF,2026-01-01,1370,
INTEL Core i7-12700K,2026-01-01,1739,
INTEL Core i7-12700KF,2026-01-01,1460,
INTEL Core i7-14700,2026-01-01,2550,
INTEL Core i7-14700F,2026-01-01,1995,
INTEL Core i7-14700K,2026-01-01,2590,
INTEL Core i7-14700KF,2026-01-01,2190,
INTEL Core i9-14900K,2026-01-01,3320,
INTEL Core i9-14900KF,2026-01-01,2850,
AMD Ryzen 5 5500,2026-01-07,499,
AMD Ryzen 5 5500GT,2026-01-07,809,
AMD Ryzen 5 5600,2026-01-07,695,
AMD Ryzen 5 5600GT,2026-01-07,865,
AMD Ryzen 5 5600X,2026-01-07,739,
AMD Ryzen 5 7400F,2026-01-07,769,
AMD Ryzen 5 7500F,2026-01-07,809,
AMD Ryzen 5 7600X,2026-01-07,1089,
AMD Ryzen 5 8400F,2026-01-07,769,
AMD Ryzen 5 8600G,2026-01-07,1209,
AMD Ryzen 5 9500F,2026-01-07,1110,
AMD Ryzen 5 9600X,2026-01-07,1259,
AMD Ryzen 7 5700G,2026-01-07,1089,
AMD Ryzen 7 5700X,2026-01-07,929,
AMD Ryzen 7 5700X3D,2026-01-07,2179,
AMD Ryzen 7 7700,2026-01-07,1339,
AMD Ryzen 7 7800X3D,2026-01-07,1979,
AMD Ryzen 7 8700F,2026-01-07,1059,
AMD Ryzen 7 8700G,2026-01-07,1769,
AMD Ryzen 7 9700X,2026-01-07,1659,
AMD Ryzen 7 9800X3D,2026-01-07,2859,
AMD Ryzen 9 9900X,2026-01-07,2459,
AMD Ryzen 9 9900X3D,2026-01-07,3199,
AMD Ryzen 9 9950X,2026-01-07,3099,
AMD Ryzen 9 9950X3D,2026-01-07,4349,
INTEL Core Ultra 5 225,2026-01-07,1010,
INTEL Core Ultra 5 225F,2026-01-07,835,
INTEL Core Ultra 5 230F,2026-01-07,860,
INTEL Core Ultra 5 235,2026-01-07,1240,
INTEL Core Ultra 5 245K,2026-01-07,1339,
INTEL Core Ultra 5 245KF,2026-01-07,1229,
INTEL Core Ultra 5 250K Plus,2026-01-07,1339,
INTEL Core Ultra 5 250KF Plus,2026-01-07,1339,
INTEL Core Ultra 7 265K,2026-01-07,1850,
INTEL Core Ultra 7 265KF,2026-01-07,1680,
INTEL Core Ultra 7 270K Plus,2026-01-07,3699,
INTEL Core Ultra 9 285K,2026-01-07,3699,
INTEL Core i3-12100,2026-01-07,799,
INTEL Core i3-12100F,2026-01-07,499,
INTEL Core i3-13100,2026-01-07,765,
INTEL Core i3-13100F,2026-01-07,480,
INTEL Core i3-14100,2026-01-07,850,
INTEL Core i3-14100F,2026-01-07,555,
INTEL Core i5-12400,2026-01-07,1159,
INTEL Core i5-12400F,2026-01-07,799,
INTEL Core i5-12490F,2026-01-07,815,
INTEL Core i5-12500,2026-01-07,1235,
INTEL Core i5-12600K,2026-01-07,1240,
INTEL Core i5-12600KF,2026-01-07,990,
INTEL Core i5-13400,2026-01-07,1280,
INTEL Core i5-13400F,2026-01-07,870,
INTEL Core i5-13490F,2026-01-07,880,
INTEL Core i5-13500,2026-01-07,1270,
INTEL Core i5-13600K,2026-01-07,1259,
INTEL Core i5-13600KF,2026-01-07,1110,
INTEL Core i5-14400,2026-01-07,1420,
INTEL Core i5-14400F,2026-01-07,980,
INTEL Core i5-14490F,2026-01-07,1000,
INTEL Core i5-14500,2026-01-07,1410,
INTEL Core i5-14600K,2026-01-07,1488,
INTEL Core i5-14600KF,2026-01-07,1470,
INTEL Core i7-12700K,2026-01-07,1729,
INTEL Core i7-12700KF,2026-01-07,1460,
INTEL Core i7-14700,2026-01-07,2550,
INTEL Core i7-14700F,2026-01-07,1995,
INTEL Core i7-14700K,2026-01-07,2590,
INTEL Core i7-14700KF,2026-01-07,2190,
INTEL Core i9-14900K,2026-01-07,3320,
INTEL Core i9-14900KF,2026-01-07,2850,
AMD Ryzen 5 5500,2026-01-09,479,
AMD Ryzen 5 5500GT,2026-01-09,799,
AMD Ryzen 5 5600,2026-01-09,709,
AMD Ryzen 5 5600GT,2026-01-09,879,
AMD Ryzen 5 5600X,2026-01-09,735,
AMD Ryzen 5 7400F,2026-01-09,769,
AMD Ryzen 5 7500F,2026-01-09,819,
AMD Ryzen 5 7600X,2026-01-09,1099,
AMD Ryzen 5 8400F,2026-01-09,799,
AMD Ryzen 5 8600G,2026-01-09,1239,
AMD Ryzen 5 9500F,2026-01-09,1039,
AMD Ryzen 5 9600X,2026-01-09,1269,
AMD Ryzen 7 5700G,2026-01-09,1099,
AMD Ryzen 7 5700X,2026-01-09,919,
AMD Ryzen 7 5700X3D,2026-01-09,2179,
AMD Ryzen 7 7700,2026-01-09,1339,
AMD Ryzen 7 7800X3D,2026-01-09,2019,
AMD Ryzen 7 8700F,2026-01-09,1049,
AMD Ryzen 7 8700G,2026-01-09,1789,
AMD Ryzen 7 9700X,2026-01-09,1679,
AMD Ryzen 7 9800X3D,2026-01-09,2899,
AMD Ryzen 9 9900X,2026-01-09,2529,
AMD Ryzen 9 9900X3D,2026-01-09,3199,
AMD Ryzen 9 9950X,2026-01-09,3099,
AMD Ryzen 9 9950X3D,2026-01-09,4499,
INTEL Core Ultra 5 225,2026-01-09,1010,
INTEL Core Ultra 5 225F,2026-01-09,839,
INTEL Core Ultra 5 230F,2026-01-09,860,
INTEL Core Ultra 5 235,2026-01-09,1240,
INTEL Core Ultra 5 245K,2026-01-09,1339,
INTEL Core Ultra 5 245KF,2026-01-09,1229,
INTEL Core Ultra 5 250K Plus,2026-01-09,1339,
INTEL Core Ultra 5 250KF Plus,2026-01-09,1339,
INTEL Core Ultra 7 265K,2026-01-09,1829,
INTEL Core Ultra 7 265KF,2026-01-09,1680,
INTEL Core Ultra 7 270K Plus,2026-01-09,3659,
INTEL Core Ultra 9 285K,2026-01-09,3659,
INTEL Core i3-12100,2026-01-09,930,
INTEL Core i3-12100F,2026-01-09,530,
INTEL Core i3-13100,2026-01-09,765,
INTEL Core i3-13100F,2026-01-09,480,
INTEL Core i3-14100,2026-01-09,850,
INTEL Core i3-14100F,2026-01-09,555,
INTEL Core i5-12400,2026-01-09,1200,
INTEL Core i5-12400F,2026-01-09,830,
INTEL Core i5-12490F,2026-01-09,815,
INTEL Core i5-12500,2026-01-09,1235,
INTEL Core i5-12600K,2026-01-09,1240,
INTEL Core i5-12600KF,2026-01-09,990,
INTEL Core i5-13400,2026-01-09,1280,
INTEL Core i5-13400F,2026-01-09,870,
INTEL Core i5-13490F,2026-01-09,880,
INTEL Core i5-13500,2026-01-09,1270,
INTEL Core i5-13600K,2026-01-09,1299,
INTEL Core i5-13600KF,2026-01-09,1110,
INTEL Core i5-14400,2026-01-09,1420,
INTEL Core i5-14400F,2026-01-09,980,
INTEL Core i5-14490F,2026-01-09,1000,
INTEL Core i5-14500,2026-01-09,1410,
INTEL Core i5-14600K,2026-01-09,1388,
INTEL Core i5-14600KF,2026-01-09,1370,
INTEL Core i7-12700K,2026-01-09,1739,
INTEL Core i7-12700KF,2026-01-09,1460,
INTEL Core i7-14700,2026-01-09,2550,
INTEL Core i7-14700F,2026-01-09,1995,
INTEL Core i7-14700K,2026-01-09,2590,
INTEL Core i7-14700KF,2026-01-09,2190,
INTEL Core i9-14900K,2026-01-09,3320,
INTEL Core i9-14900KF,2026-01-09,2850,
AMD Ryzen 5 5500,2026-01-12,489,
AMD Ryzen 5 5500GT,2026-01-12,799,
AMD Ryzen 5 5600,2026-01-12,695,
AMD Ryzen 5 5600GT,2026-01-12,859,
AMD Ryzen 5 5600X,2026-01-12,744,
AMD Ryzen 5 7400F,2026-01-12,769,
AMD Ryzen 5 7500F,2026-01-12,809,
AMD Ryzen 5 7600X,2026-01-12,1089,
AMD Ryzen 5 8400F,2026-01-12,769,
AMD Ryzen 5 8600G,2026-01-12,1209,
AMD Ryzen 5 9500F,2026-01-12,1110,
AMD Ryzen 5 9600X,2026-01-12,1249,
AMD Ryzen 7 5700G,2026-01-12,1089,
AMD Ryzen 7 5700X,2026-01-12,895,
AMD Ryzen 7 5700X3D,2026-01-12,2179,
AMD Ryzen 7 7700,2026-01-12,1339,
AMD Ryzen 7 7800X3D,2026-01-12,1989,
AMD Ryzen 7 8700F,2026-01-12,959,
AMD Ryzen 7 8700G,2026-01-12,1769,
AMD Ryzen 7 9700X,2026-01-12,1649,
AMD Ryzen 7 9800X3D,2026-01-12,2849,
AMD Ryzen 9 9900X,2026-01-12,2459,
AMD Ryzen 9 9900X3D,2026-01-12,3199,
AMD Ryzen 9 9950X,2026-01-12,2979,
AMD Ryzen 9 9950X3D,2026-01-12,4349,
INTEL Core Ultra 5 225,2026-01-12,1010,
INTEL Core Ultra 5 225F,2026-01-12,835,
INTEL Core Ultra 5 230F,2026-01-12,860,
INTEL Core Ultra 5 235,2026-01-12,1240,
INTEL Core Ultra 5 245K,2026-01-12,1339,
INTEL Core Ultra 5 245KF,2026-01-12,1229,
INTEL Core Ultra 5 250K Plus,2026-01-12,1339,
INTEL Core Ultra 5 250KF Plus,2026-01-12,1339,
INTEL Core Ultra 7 265K,2026-01-12,1850,
INTEL Core Ultra 7 265KF,2026-01-12,1680,
INTEL Core Ultra 7 270K Plus,2026-01-12,3950,
INTEL Core Ultra 9 285K,2026-01-12,3950,
INTEL Core i3-12100,2026-01-12,789,
INTEL Core i3-12100F,2026-01-12,519,
INTEL Core i3-13100,2026-01-12,765,
INTEL Core i3-13100F,2026-01-12,480,
INTEL Core i3-14100,2026-01-12,850,
INTEL Core i3-14100F,2026-01-12,555,
INTEL Core i5-12400,2026-01-12,1159,
INTEL Core i5-12400F,2026-01-12,789,
INTEL Core i5-12490F,2026-01-12,815,
INTEL Core i5-12500,2026-01-12,1235,
INTEL Core i5-12600K,2026-01-12,1240,
INTEL Core i5-12600KF,2026-01-12,990,
INTEL Core i5-13400,2026-01-12,1280,
INTEL Core i5-13400F,2026-01-12,870,
INTEL Core i5-13490F,2026-01-12,880,
INTEL Core i5-13500,2026-01-12,1270,
INTEL Core i5-13600K,2026-01-12,1279,
INTEL Core i5-13600KF,2026-01-12,1110,
INTEL Core i5-14400,2026-01-12,1420,
INTEL Core i5-14400F,2026-01-12,980,
INTEL Core i5-14490F,2026-01-12,1000,
INTEL Core i5-14500,2026-01-12,1410,
INTEL Core i5-14600K,2026-01-12,1488,
INTEL Core i5-14600KF,2026-01-12,1470,
INTEL Core i7-12700K,2026-01-12,1739,
INTEL Core i7-12700KF,2026-01-12,1460,
INTEL Core i7-14700,2026-01-12,2550,
INTEL Core i7-14700F,2026-01-12,1929,
INTEL Core i7-14700K,2026-01-12,2590,
INTEL Core i7-14700KF,2026-01-12,2069,
INTEL Core i9-14900K,2026-01-12,3320,
INTEL Core i9-14900KF,2026-01-12,2849,
AMD Ryzen 3 3100,2026-01-14,,180
AMD Ryzen 3 3300X,2026-01-14,,235
AMD Ryzen 5 3500X,2026-01-14,,233
AMD Ryzen 5 3600,2026-01-14,,349
AMD Ryzen 5 3600X,2026-01-14,,368
AMD Ryzen 5 3600XT,2026-01-14,,380
AMD Ryzen 5 5500,2026-01-14,,425
AMD Ryzen 5 5500GT,2026-01-14,,699
AMD Ryzen 5 5600,2026-01-14,,640
AMD Ryzen 5 5600G,2026-01-14,,700
AMD Ryzen 5 5600GT,2026-01-14,,740
AMD Ryzen 5 5600X,2026-01-14,,680
AMD Ryzen 5 7400F,2026-01-14,,610
AMD Ryzen 5 7500F,2026-01-14,,685
AMD Ryzen 5 7600,2026-01-14,,1076
AMD Ryzen 5 7600X,2026-01-14,,820
AMD Ryzen 5 7600X3D,2026-01-14,,1700
AMD Ryzen 5 8400F,2026-01-14,,588
AMD Ryzen 5 8600G,2026-01-14,,1250
AMD Ryzen 5 9500F,2026-01-14,,945
AMD Ryzen 5 9600X,2026-01-14,,1110
AMD Ryzen 7 3700X,2026-01-14,,470
AMD Ryzen 7 3800X,2026-01-14,,529
AMD Ryzen 7 5700G,2026-01-14,,880
AMD Ryzen 7 5700X,2026-01-14,,845
AMD Ryzen 7 5700X3D,2026-01-14,,1780
AMD Ryzen 7 5800,2026-01-14,,800
AMD Ryzen 7 5800X,2026-01-14,,920
AMD Ryzen 7 5800X3D,2026-01-14,,2300
AMD Ryzen 7 7700,2026-01-14,,1000
AMD Ryzen 7 7700X,2026-01-14,,1115
AMD Ryzen 7 7800X3D,2026-01-14,,1823
AMD Ryzen 7 8700F,2026-01-14,,820
AMD Ryzen 7 8700G,2026-01-14,,1300
AMD Ryzen 7 9700X,2026-01-14,,1495
AMD Ryzen 7 9800X3D,2026-01-14,,2710
AMD Ryzen 9 3900X,2026-01-14,,760
AMD Ryzen 9 3950X,2026-01-14,,1160
AMD Ryzen 9 5900X,2026-01-14,,1298
AMD Ryzen 9 5950X,2026-01-14,,1700
AMD Ryzen 9 7900X,2026-01-14,,1700
AMD Ryzen 9 7900X3D,2026-01-14,,1799
AMD Ryzen 9 7950X,2026-01-14,,2200
AMD Ryzen 9 7950X3D,2026-01-14,,2774
AMD Ryzen 9 9900X,2026-01-14,,2100
AMD Ryzen 9 9900X3D,2026-01-14,,2850
AMD Ryzen 9 9950X,2026-01-14,,2888
AMD Ryzen 9 9950X3D,2026-01-14,,4150
INTEL Core Ultra 5 225,2026-01-14,,890
INTEL Core Ultra 5 225F,2026-01-14,,740
INTEL Core Ultra 5 230F,2026-01-14,,780
INTEL Core Ultra 5 235,2026-01-14,,990
INTEL Core Ultra 5 245K,2026-01-14,,1224
INTEL Core Ultra 5 245KF,2026-01-14,,1090
INTEL Core Ultra 7 265K,2026-01-14,,1630
INTEL Core Ultra 7 265KF,2026-01-14,,1580
INTEL Core Ultra 9 285K,2026-01-14,,3350
INTEL Core i3-10100,2026-01-14,,441
INTEL Core i3-10100F,2026-01-14,,300
INTEL Core i3-10105,2026-01-14,,440
INTEL Core i3-10105F,2026-01-14,,310
INTEL Core i3-12100,2026-01-14,,700
INTEL Core i3-12100F,2026-01-14,,440
INTEL Core i3-13100,2026-01-14,,599
INTEL Core i3-13100F,2026-01-14,,480
INTEL Core i3-14100,2026-01-14,,670
INTEL Core i3-14100F,2026-01-14,,510
INTEL Core i5-10400,2026-01-14,,605
INTEL Core i5-10400F,2026-01-14,,492
INTEL Core i5-10600K,2026-01-14,,725
INTEL Core i5-10600KF,2026-01-14,,519
INTEL Core i5-11400,2026-01-14,,702
INTEL Core i5-11400F,2026-01-14,,510
INTEL Core i5-11600K,2026-01-14,,750
INTEL Core i5-11600KF,2026-01-14,,619
INTEL Core i5-12400,2026-01-14,,1020
INTEL Core i5-12400F,2026-01-14,,720
INTEL Core i5-12490F,2026-01-14,,740
INTEL Core i5-12500,2026-01-14,,1060
INTEL Core i5-12600K,2026-01-14,,1120
INTEL Core i5-12600KF,2026-01-14,,1000
INTEL Core i5-13400,2026-01-14,,1100
INTEL Core i5-13400F,2026-01-14,,850
